Experience,UG,Location,PG,Salary,Department,Role Category
6 months duration,Any Graduate,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Any Postgraduate,Unpaid,Engineering - Software & QA,Software Development
5 - 8 years,Any Graduate,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Any Postgraduate,Not Disclosed,Engineering - Software & QA,Software Development
5 - 8 years,Any Graduate,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Any Postgraduate,Not Disclosed,Engineering - Software & QA,Software Development
5 - 8 years,Any Graduate,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Any Postgraduate,Not Disclosed,Engineering - Software & QA,Software Development
5 - 8 years,Any Graduate,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Any Postgraduate,Not Disclosed,Engineering - Software & QA,Software Development
8 - 15 years,Any Graduate,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Any Postgraduate,Not Disclosed,Engineering - Software & QA,Software Development
5 - 8 years,Any Graduate,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Any Postgraduate,Not Disclosed,Engineering - Software & QA,Software Development
2 - 3 years,Any Graduate,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Any Postgraduate,Not Disclosed,Engineering - Software & QA,Software Development
2 - 5 years,Any Graduate,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Any Postgraduate,Not Disclosed,Engineering - Software & QA,Software Development
4 - 8 years,Any Graduate,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Any Postgraduate,Not Disclosed,Engineering - Software & QA,Software Development
5 - 8 years,Any Graduate,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Any Postgraduate,Not Disclosed,Engineering - Software & QA,Software Development
5 - 8 years,Any Graduate,"Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Any Postgraduate,Not Disclosed,Engineering - Software & QA,Software Development
3 - 7 years,Any Graduate,"Mumbai, Pune, Chennai, Gurugram, Bengaluru",Any Postgraduate,Not Disclosed,Engineering - Software & QA,Software Development
12 - 17 years,Any Graduate,"Hyderabad, Pune, Chennai, Bengaluru, Mumbai (All Areas)",,Not Disclosed,Engineering - Software & QA,Software Development
6 - 11 years,Any Graduate,"Mumbai, Hyderabad, Pune",,Not Disclosed,Engineering - Software & QA,Software Development
6 - 11 years,B.Tech/B.E. in Any Specialization,"Pune, Bengaluru, Mumbai (All Areas)",,20-30 Lacs P.A.,Engineering - Software & QA,Software Development
5 - 8 years,"B.Sc in Any Specialization, B.Tech/B.E. in Any Specialization, BCA in Any Specialization","Pune, Bengaluru, Mumbai (All Areas)",,Not Disclosed,Engineering - Software & QA,Software Development
8 - 12 years,B.Tech/B.E. in Any Specialization,"Pune, Bengaluru, Mumbai (All Areas)",,Not Disclosed,Engineering - Software & QA,Software Development
6 - 11 years,Any Graduate,"Pune, Bengaluru, Mumbai (All Areas)",Any Postgraduate,Not Disclosed,Engineering - Software & QA,Software Development
5 - 10 years,"Any Graduate, B.Tech/B.E. in Any Specialization","Pune, Bengaluru, Mumbai (All Areas)",,10-18 Lacs P.A.,Engineering - Software & QA,Software Development
7 - 10 years,"B.Tech/B.E. in Information Technology, Computers","Pune, Bengaluru, Mumbai (All Areas)",,Not Disclosed,Engineering - Software & QA,Software Development
12 - 20 years,Any Graduate,"Pune, Bengaluru, Mumbai (All Areas)",,Not Disclosed,Engineering - Software & QA,Software Development
6 - 11 years,Any Graduate,"Pune, Bengaluru, Mumbai (All Areas)",,8.5-18.5 Lacs P.A.,Engineering - Software & QA,Software Development
5 - 10 years,"B.Tech/B.E. in Any Specialization, Any Graduate","Pune, Bengaluru, Mumbai (All Areas)",,10-18 Lacs P.A.,Engineering - Software & QA,Software Development
5 - 10 years,Any Graduate,"Pune, Bengaluru, Mumbai (All Areas)",,Not Disclosed,Engineering - Software & QA,Software Development
5 - 10 years,Any Graduate,"Pune, Bengaluru, Mumbai (All Areas)",,Not Disclosed,Engineering - Software & QA,Software Development
5 - 10 years,,"Pune, Bengaluru, Mumbai (All Areas)",,Not Disclosed,,
5 - 10 years,Any Graduate,"Mumbai, Pune, Bengaluru",Any Postgraduate,Not Disclosed,Engineering - Software & QA,Software Development
13 - 15 years,Any Graduate,"Pune, Bengaluru, Mumbai (All Areas)",,16-31 Lacs P.A.,Engineering - Software & QA,Software Development
10 - 20 years,Any Graduate,"Pune, Bengaluru, Mumbai (All Areas)",,17-27.5 Lacs P.A.,Engineering - Software & QA,Software Development
2 - 4 years,Any Graduate,"Noida, Indore, Pune, Ahmedabad, Delhi / NCR, Mumbai (All Areas)( Prabhadevi )",,8-10 Lacs P.A.,Engineering - Software & QA,Software Development
5 - 9 years,"B.Tech/B.E. in Any Specialization, Any Graduate","Pune, Chennai, Mumbai (All Areas)",,Not Disclosed,Engineering - Software & QA,Software Development
5 - 9 years,B.Tech/B.E. in Any Specialization,"Pune, Chennai, Mumbai (All Areas)",,Not Disclosed,Engineering - Software & QA,Software Development
7 - 12 years,"B.Tech/B.E. in Any Specialization, Any Graduate","Pune, Chennai, Mumbai (All Areas)",,Not Disclosed,Engineering - Software & QA,Software Development
5 - 7 years,Any Graduate,"Pune, Chennai, Mumbai (All Areas)",Any Postgraduate,Not Disclosed,Engineering - Software & QA,Software Development
4 - 8 years,Any Graduate,"Pune, Chennai, Mumbai (All Areas)",,15-30 Lacs P.A.,Engineering - Software & QA,Software Development
5 - 10 years,Any Graduate,"Pune, Chennai, Mumbai (All Areas)",,Not Disclosed,Engineering - Software & QA,Software Development
5 - 10 years,Any Graduate,"Pune, Chennai, Mumbai (All Areas)",,Not Disclosed,Engineering - Software & QA,Software Development
5 - 10 years,Any Graduate,"Pune, Chennai, Mumbai (All Areas)",,Not Disclosed,Engineering - Software & QA,Software Development
5 - 10 years,Any Graduate,"Pune, Chennai, Mumbai (All Areas)",,Not Disclosed,Engineering - Software & QA,Software Development
5 - 10 years,Any Graduate,"Pune, Chennai, Mumbai (All Areas)",,Not Disclosed,Engineering - Software & QA,Software Development
0 - 5 years,Any Graduate,"Mumbai, Pune, Chennai",,Not Disclosed,Engineering - Software & QA,Software Development
5 - 10 years,Any Graduate,"Navi Mumbai, Pune",,7.5-15 Lacs P.A.,Engineering - Software & QA,Software Development
3 - 6 years,,"Mumbai, Pune",,4-6.5 Lacs P.A.,,
4 - 6 years,Any Graduate,"Thane, Pune, Mumbai (All Areas)",,12-14 Lacs P.A.,Engineering - Software & QA,Software Development
10 - 18 years,Any Graduate,"Pune, Mumbai (All Areas)",,Not Disclosed,Engineering - Software & QA,Software Development
5 - 8 years,"B.Tech/B.E. in Electronics/Telecommunication, Information Technology, Mechanical, Computers, Electrical, B.Sc in Computers","Pune( Yerwada ), Mumbai (All Areas)( Powai )","M.Tech in Electronics/Telecommunication, Mechanical, Computers, Electrical, MCA in Computers",Not Disclosed,Engineering - Software & QA,Software Development
0 - 3 years,"B.Tech/B.E. in Information Technology, Computers","Pune, Mumbai (All Areas)",M.Tech in Computers,Not Disclosed,Engineering - Software & QA,Software Development
5 - 9 years,"B.Tech/B.E. in Any Specialization, Any Graduate","Indore, Pune, Mumbai (All Areas)",Any Postgraduate,17-20 Lacs P.A.,Engineering - Software & QA,Software Development
4 - 9 years,B.Tech/B.E. in Any Specialization,"Pune, Mumbai (All Areas)",,Not Disclosed,Engineering - Software & QA,Software Development
5 - 9 years,Any Graduate,"Pune, Mumbai (All Areas)",,16-18 Lacs P.A.,Engineering - Software & QA,Software Development
5 - 10 years,Any Graduate,"Pune, Chennai, Mumbai (All Areas)",,Not Disclosed,Engineering - Software & QA,Software Development
6 - 9 years,Any Graduate,"Mumbai, Pune",,Not Disclosed,Engineering - Software & QA,Software Development
2 - 3 years,Any Graduate,"Mumbai, Pune",Any Postgraduate,Not Disclosed,Engineering - Software & QA,Software Development
5 - 10 years,Any Graduate,"Pune, Chennai, Mumbai (All Areas)",,Not Disclosed,Engineering - Software & QA,Software Development
3 - 8 years,Any Graduate,"Pune, Mumbai (All Areas)",,30-40 Lacs P.A.,Engineering - Software & QA,Software Development
3 - 8 years,Any Graduate,"Bhubaneswar, Mumbai, Pune",Any Postgraduate,7-17 Lacs P.A.,Engineering - Software & QA,Software Development
3 - 8 years,Any Graduate,"Pune( Viman Nagar ), Mumbai (All Areas)( Goregaon East )",,20-35 Lacs P.A.,Engineering - Software & QA,Software Development
5 - 10 years,Any Graduate,"Hyderabad, Pune, Bengaluru",,9-19 Lacs P.A.,Engineering - Software & QA,Software Development
3 - 8 years,B.Tech/B.E. in Any Specialization,"Hyderabad, Pune, Bengaluru",,4-8 Lacs P.A.,Engineering - Software & QA,Software Development
4 - 9 years,Any Graduate,"Noida, Pune, Bengaluru",,20-30 Lacs P.A.,Engineering - Software & QA,Software Development
5 - 9 years,Any Graduate,"Hyderabad, Pune, Bengaluru",,4.5-9 Lacs P.A.,Engineering - Software & QA,Software Development
12 - 20 years,Any Graduate,"Noida, Pune, Bengaluru",,30-45 Lacs P.A.,Engineering - Software & QA,Software Development
6 - 10 years,B.Tech/B.E. in Any Specialization,"Noida, Pune, Bengaluru",MCA in Any Specialization,Not Disclosed,Engineering - Software & QA,Software Development
7 - 10 years,,"Pune, Gurgaon/ Gurugram, Bangalore/ Bengaluru",,Not Disclosed,,
7 - 12 years,Any Graduate,"Hyderabad, Pune, Bengaluru",,12-22 Lacs P.A.,Engineering - Software & QA,Software Development
7 - 8 years,,"Hyderabad, Pune, Bengaluru","M.Tech in Any Specialization, MS/M.Sc(Science) in Any Specialization, Any Postgraduate, MCA in Any Specialization",Not Disclosed,Engineering - Software & QA,Software Development
5 - 10 years,"BCA in Any Specialization, B.Tech/B.E. in Any Specialization, B.Sc in Any Specialization","Pune, Chennai, Bengaluru",,Not Disclosed,Engineering - Software & QA,Software Development
14 - 24 years,Any Graduate,"Pune, Chennai, Bengaluru",,Not Disclosed,Engineering - Software & QA,Software Development
7 - 12 years,Any Graduate,"Pune, Chennai, Bengaluru",,Not Disclosed,Engineering - Software & QA,Software Development
3 - 8 years,Any Graduate,"Pune, Chennai, Bengaluru",,5-12 Lacs P.A.,Engineering - Software & QA,Software Development
3 - 8 years,Any Graduate,"Pune, Chennai, Bengaluru",,6-13 Lacs P.A.,Engineering - Software & QA,Software Development
11 - 16 years,Any Graduate,"Pune, Bengaluru, Delhi / NCR",,35-60 Lacs P.A.,Engineering - Software & QA,Software Development
5 - 10 years,Any Graduate,"Pune, Bengaluru, Delhi / NCR",,25-40 Lacs P.A.,Engineering - Software & QA,Software Development
11 - 16 years,Any Graduate,"Pune, Bengaluru, Delhi / NCR",,35-60 Lacs P.A.,Engineering - Software & QA,Software Development
5 - 7 years,B.Tech/B.E. in Any Specialization,"Noida, Pune, Chennai",Any Postgraduate,Not Disclosed,Engineering - Software & QA,Software Development
6 - 11 years,B.Tech/B.E. in Any Specialization,"Pune, Chennai, Bengaluru",Any Postgraduate,Not Disclosed,Engineering - Software & QA,Software Development
8 - 10 years,B.Tech/B.E. in Any Specialization,"Noida, Pune, Chennai",Any Postgraduate,Not Disclosed,Engineering - Software & QA,Software Development
3 - 8 years,Any Graduate,"Pune, Gurugram, Bengaluru",,15-30 Lacs P.A.,Engineering - Software & QA,Software Development
5 - 10 years,B.Tech/B.E. in Any Specialization,"Pune, Chennai, Bengaluru",,Not Disclosed,Engineering - Software & QA,Software Development
5 - 10 years,Any Graduate,"Pune, Bengaluru",,7-15 Lacs P.A.,Engineering - Software & QA,Software Development
5 - 10 years,B.Tech/B.E. in Any Specialization,"Pune, Chennai, Bengaluru",,15-25 Lacs P.A.,Engineering - Software & QA,Software Development
6 - 11 years,Any Graduate,"Pune, Chennai, Bengaluru",,Not Disclosed,Engineering - Software & QA,Software Development
7 - 12 years,Any Graduate,"Kolkata, Pune, Chennai",Any Postgraduate,Not Disclosed,Engineering - Software & QA,Software Development
9 - 14 years,Any Graduate,"Kolkata, Pune, Chennai",Any Postgraduate,Not Disclosed,Engineering - Software & QA,Software Development
5 - 10 years,Any Graduate,"Kolkata, Pune, Chennai",Any Postgraduate,Not Disclosed,Engineering - Software & QA,Software Development
2 - 4 years,Any Graduate,"Kolkata, Pune, Chennai",Any Postgraduate,Not Disclosed,Engineering - Software & QA,Software Development
10 - 20 years,Any Graduate,"Kolkata, Pune, Chennai",Any Postgraduate,Not Disclosed,Engineering - Software & QA,Software Development
4 - 8 years,Any Graduate,"Pune, Chennai",Any Postgraduate,Not Disclosed,Engineering - Software & QA,Software Development
1 - 9 years,Any Graduate,"Pune, Chennai",Any Postgraduate,Not Disclosed,Engineering - Software & QA,Software Development
5 - 10 years,Any Graduate,"Pune, Bengaluru, Delhi / NCR",,25-40 Lacs P.A.,Engineering - Software & QA,Software Development
10 - 20 years,B.Tech/B.E. in Any Specialization,"Pune, Chennai, Bengaluru",MCA in Any Specialization,7-10 Lacs P.A.,Engineering - Software & QA,Software Development
7 - 11 years,Any Graduate,"Pune, Chennai, Bengaluru",,Not Disclosed,Engineering - Software & QA,Software Development
3 - 8 years,Any Graduate,"Hyderabad, Pune, Delhi / NCR",,8-18 Lacs P.A.,Engineering - Software & QA,Software Development
4 - 6 years,Any Graduate,Pune( Shindewadi ),,2-6 Lacs P.A.,Engineering - Software & QA,Software Development
5 - 8 years,,Pune,,Not Disclosed,,
3 - 5 years,B.Tech/B.E. in Computers,Pune,M.Tech in Computers,Not Disclosed,Engineering - Software & QA,Software Development
3 - 6 years,Any Graduate,Pune,Any Postgraduate,Not Disclosed,Engineering - Software & QA,Software Development
9 - 17 years,Any Graduate,Pune,Any Postgraduate,Not Disclosed,Engineering - Software & QA,Software Development
18 - 20 years,Any Graduate,Pune,Any Postgraduate,Not Disclosed,Engineering - Software & QA,Software Development
2 - 6 years,B.Tech/B.E. in Any Specialization,"Mumbai, Hyderabad, Bengaluru",Any Postgraduate,Not Disclosed,Engineering - Software & QA,Software Development
8 - 10 years,B.Tech/B.E. in Any Specialization,"Mumbai, Delhi / NCR, Bengaluru",Any Postgraduate,Not Disclosed,Engineering - Software & QA,Software Development
5 - 10 years,Any Graduate,"Mumbai, Delhi / NCR, Bengaluru",Any Postgraduate,Not Disclosed,Engineering - Software & QA,Software Development
7 - 8 years,Any Graduate,"Mumbai, Delhi / NCR, Bengaluru",Any Postgraduate,Not Disclosed,Engineering - Software & QA,Software Development
5 - 10 years,Any Graduate,"Hyderabad, Bengaluru, Mumbai (All Areas)",,Not Disclosed,Engineering - Software & QA,Software Development
5 - 10 years,,"Mumbai, Chennai, Bengaluru",,Not Disclosed,,
8 - 13 years,Any Graduate,"Hyderabad, Bengaluru, Mumbai (All Areas)",,16-22.5 Lacs P.A.,Engineering - Software & QA,Software Development
5 - 8 years,Any Graduate,"Hyderabad, Bengaluru, Mumbai (All Areas)",,9-17 Lacs P.A.,Engineering - Software & QA,Software Development
0 - 3 years,"B.Sc in Any Specialization, B.Tech/B.E. in Any Specialization","Mumbai, Delhi / NCR, Bengaluru",Any Postgraduate,Not Disclosed,Engineering - Software & QA,Software Development
0 - 1 years,B.Tech/B.E. in Any Specialization,"Mumbai, Delhi / NCR, Bengaluru",Any Postgraduate,Not Disclosed,Engineering - Software & QA,Software Development
3 - 6 years,B.Tech/B.E. in Any Specialization,"Mumbai, Hyderabad, Chennai",,Not Disclosed,Engineering - Software & QA,Software Development
5 - 9 years,Any Graduate,"Mumbai, Bengaluru",Any Postgraduate,Not Disclosed,Engineering - Software & QA,Software Development
2 - 5 years,"B.Sc in Any Specialization, B.Tech/B.E. in Any Specialization","Hyderabad, Coimbatore, Mumbai (All Areas)",,Not Disclosed,Engineering - Software & QA,Software Development
3 - 8 years,Any Graduate,"Bengaluru, Delhi / NCR, Mumbai (All Areas)",,Not Disclosed,Engineering - Software & QA,Software Development
5 - 8 years,Any Graduate,"Chennai, Bengaluru, Mumbai (All Areas)",,Not Disclosed,Engineering - Software & QA,Software Development
3 - 6 years,"B.Sc in Any Specialization, BCA in Any Specialization, B.Tech/B.E. in Any Specialization","Mumbai, Greater Noida","MCA in Any Specialization, M.Tech in Any Specialization",Not Disclosed,Engineering - Software & QA,Software Development
4 - 6 years,,"Hyderabad, Mumbai (All Areas)",,5-10 Lacs P.A.,,
5 - 8 years,"B.Tech/B.E. in Any Specialization, BCA in Any Specialization","Chennai, Bengaluru, Mumbai (All Areas)",,"60,000-80,000 P.A.",Engineering - Software & QA,Software Development
3 - 5 years,Any Graduate,"Noida, Mumbai",Any Postgraduate,Not Disclosed,Engineering - Software & QA,Software Development
